    step           PotEng           volume            press             p_xx             p_yy             p_zz             p_xy             p_yz             p_zx
     242        -729.8967        3528.0932         477.6353         897.4467        1375.6696        -840.2104         -93.3735          61.5192          39.9561
     243        -729.8971        3528.0932         476.9284         897.5272        1375.0436        -841.7856         -94.3646          62.5737          40.3579
     244        -729.8976        3528.0932         478.8942         898.9237        1377.7462        -839.9873         -93.9598          60.4659          39.1282
     245        -729.8982        3528.0932         481.3437         900.9233        1381.0529        -837.9451         -93.5499          58.0808          37.9016
     246        -729.8989        3528.0932         480.7736         902.2546        1380.5327        -840.4665         -95.3531          60.2425          38.9718
     247        -729.8999        3528.0932         480.9111         904.0225        1381.0409        -842.3301         -96.8813          61.5405          39.5126
     248        -729.9010        3528.0932         484.9914         907.4380        1386.6995        -839.1634         -95.7757          56.9331          37.0217
     249        -729.9025        3528.0932         481.4530         908.3064        1383.0730        -847.0203         -99.9589          62.3957          39.6456
     250        -729.9041        3528.0932         489.7933         913.3685        1394.9021        -838.8906         -96.9541          52.8641          34.5340
     251        -729.9061        3528.0932         474.0453         911.1809        1376.0012        -865.0462        -110.0635          75.1177          46.4389
     252        -729.9075        3528.0932         529.5570         931.9123        1449.3237        -792.5651         -77.6312           3.6798           8.0799
     253        -729.9086        3528.0932         488.2101         918.6912        1395.9840        -850.0449        -104.3273          58.4874          37.3011
     254        -729.9080        3528.0932         453.9164         908.0432        1351.5173        -897.8116        -127.0812         104.7044          62.2256
     255        -729.9083        3528.0932         462.4946         910.8628        1362.6434        -886.0225        -121.5592          93.4990          56.1716
     256        -729.9088        3528.0932         477.7856         915.9409        1382.4500        -865.0341        -111.7533          73.4785          45.4220
